11803	Picnic Point
11807	Point Piper
11809	Potts Point
11811	Prairiewood
11813	Prestons
11815	Prospect
11817	Punchbowl (Canterbury and Bankstown)
11819	Putney
11821	Pymble
11823	Pyrmont
11827	Queens Park
11829	Queenscliff
11833	Ramsgate
11835	Ramsgate Beach
11837	Randwick
11839	Redfern
11841	Regents Park
11845	Revesby
11847	Revesby Heights
11849	Rhodes
11853	Riverview (Lane Cove)
11855	Riverwood
11857	Rockdale
11859	Rodd Point
11863	Rose Bay
11865	Rosebery
11867	Roselands
11871	Roseville
11873	Roseville Chase
11877	Rozelle
11881	Rushcutters Bay
11883	Russell Lea
11885	Rydalmere
11887	Ryde
11889	Sadleir
11891	Sandringham
11893	Sans Souci
11899	Seaforth
11901	Sefton
11903	Seven Hills
11907	Silverwater (Auburn)
11911	Smithfield
11913	South Coogee
11915	South Granville
11917	South Hurstville
11921	South Turramurra
11923	South Wentworthville
11937	St Johns Park
11939	St Leonards
11943	St Peters
11947	Stanmore
11949	Strathfield
11951	Strathfield South
11953	Summer Hill (Ashfield)
11955	Surry Hills
11957	Sutherland
11959	Sydenham
11961	Sydney
11963	Sylvania
11965	Sylvania Waters
11967	Tamarama
11969	Taren Point
11971	Tempe
11973	Tennyson Point
11977	The Rocks (Sydney)
11981	Toongabbie
11985	Turramurra
11987	Turrella
11989	Ultimo
11993	Vaucluse
11995	Villawood
11997	Voyager Point
12003	Wakeley
12005	Wareemba
12013	Warwick Farm
12015	Waterloo
12017	Watsons Bay
12019	Wattle Grove
12021	Waverley
12023	Waverton
12027	Wentworthville
12037	West Pennant Hills
12039	West Pymble
12041	West Ryde
12045	Westmead
12047	Wetherill Park
12051	Wiley Park
12055	Willoughby
12057	Willoughby East
12061	Winston Hills
12063	Wolli Creek
12065	Wollstonecraft
12069	Woodcroft
12073	Woodpark
12075	Woollahra
12077	Woolloomooloo
12079	Woolooware
12081	Woolwich
12083	Woronora
12087	Yagoona
12091	Yennora
12093	Yowie Bay
12095	Zetland
16091	Arndell Park
17083	Edmondson Park
18551	Pleasure Point
18739	Sandy Point
